"Precinct_Name","Split_Name","precinct_splitId","Reg_voters","Ballots","Reporting","Contest_id","Contest_title","Contest_party","Choice_id","Candidate_name","Choice_party","Candidate_Type","Absentee_votes","Early_votes","Election_Votes"
"05-03","","28","547","322","1","4","US Representative, Dist 2","","10","(D) GABBARD, Tulsi","DEM","C","88","19","155"
"05-03","","28","547","322","1","6","State Senator, Dist 3","","13","(D) GREEN, Josh","DEM","C","89","19","157"
"05-03","","28","547","322","1","6","State Senator, Dist 3","","14","(R) LAFRANCE, Jeff R.","REP","C","15","4","27"
"05-03","","28","547","322","1","22","State Representative, Dist 5","","46","(R) BATEMAN, Dave","REP","C","20","4","39"
"05-03","","28","547","322","1","22","State Representative, Dist 5","","47","(D) COFFMAN, Denny","DEM","C","74","19","141"
"05-03","","28","547","322","1","53","Hawaii Resident Trustee","","109","LINDSEY, Robert K.","","C","38","7","67"
"05-03","","28","547","322","1","53","Hawaii Resident Trustee","","110","MEYERS, William (Willy)","","C","13","5","31"
"05-03","","28","547","322","1","53","Hawaii Resident Trustee","","111","MIRANDA, Edwin L.P.","","C","9","5","33"
"05-03","","28","547","322","1","54","Kauai Resident Trustee","","112","AHUNA, Dan","","C","11","2","27"
"05-03","","28","547","322","1","54","Kauai Resident Trustee","","113","ALALEM WORTHINGTON, Keola","","C","1","0","4"
"05-03","","28","547","322","1","54","Kauai Resident Trustee","","114","ALBAO, Liberta Hussey","","C","5","1","0"
"05-03","","28","547","322","1","54","Kauai Resident Trustee","","115","BURKE, Jackie Kahookele","","C","9","1","12"
"05-03","","28","547","322","1","54","Kauai Resident Trustee","","116","KAGAWA FU, Kanani","","C","4","1","7"
"05-03","","28","547","322","1","54","Kauai Resident Trustee","","117","PACHECO, Haunani","","C","5","1","22"
"05-03","","28","547","322","1","54","Kauai Resident Trustee","","118","POMROY, Sharon A.","","C","5","2","12"
"05-03","","28","547","322","1","54","Kauai Resident Trustee","","119","SAHUT, Ronson K.","","C","0","0","0"
"05-03","","28","547","322","1","54","Kauai Resident Trustee","","120","SANTOS, D. Kaliko","","C","1","0","7"
"05-03","","28","547","322","1","54","Kauai Resident Trustee","","121","SWAIN, Billy Kealamaikahiki","","C","6","2","9"
"05-03","","28","547","322","1","54","Kauai Resident Trustee","","122","YADAO, Leland K. (Radar)","","C","5","0","9"
"05-03","","28","547","322","1","55","Molokai Resident Trustee","","123","MACHADO, Colette (Piipii)","","C","43","8","96"
"05-03","","28","547","322","1","56","""At Large"" Trustee","","124","AKINA, Keli'i","","C","8","4","24"
"05-03","","28","547","322","1","56","""At Large"" Trustee","","125","APOLIONA, Haunani","","C","18","3","28"
"05-03","","28","547","322","1","56","""At Large"" Trustee","","126","LEE, Cal","","C","10","1","19"
"05-03","","28","547","322","1","56","""At Large"" Trustee","","127","LINCOLN, Lancelot Haili","","C","9","2","11"
"05-03","","28","547","322","1","56","""At Large"" Trustee","","128","MAKEKAU, Kealii J.","","C","6","2","14"
"05-03","","28","547","322","1","56","""At Large"" Trustee","","129","RITTE, Walter","","C","8","3","25"
"05-03","","28","547","322","1","57","OHA Vacancy: Maui","","130","AMORIN, Johanna Kuulei Shin","","C","2","2","1"
"05-03","","28","547","322","1","57","OHA Vacancy: Maui","","131","AU, Glenn G.","","C","3","1","9"
"05-03","","28","547","322","1","57","OHA Vacancy: Maui","","132","DUEY, Rose","","C","3","2","12"
"05-03","","28","547","322","1","57","OHA Vacancy: Maui","","133","GOMES, Doreen Pua","","C","9","2","16"
"05-03","","28","547","322","1","57","OHA Vacancy: Maui","","134","KANE, Dain Pomaika'i","","C","10","3","15"
"05-03","","28","547","322","1","57","OHA Vacancy: Maui","","135","KAPU, Ke'eaumoku","","C","5","1","23"
"05-03","","28","547","322","1","57","OHA Vacancy: Maui","","136","LINDSEY, Carmen Hulu","","C","19","1","35"
"05-03","","28","547","322","1","58","Mayor, County of Hawaii","","137","KENOI, Billy","","C","51","11","86"
"05-03","","28","547","322","1","58","Mayor, County of Hawaii","","138","KIM, Harry","","C","52","13","98"
"05-03","","28","547","322","1","59","Prosecuting Attorney, County of Hawaii","","139","ASHIDA, Lincoln","","C","45","4","80"
"05-03","","28","547","322","1","59","Prosecuting Attorney, County of Hawaii","","140","ROTH, Mitch","","C","44","16","85"
"05-03","","28","547","322","1","62","Councilmember, Dist 6","","145","DAVID, Maile (Medeiros)","","C","29","9","84"
"05-03","","28","547","322","1","62","Councilmember, Dist 6","","146","FORD, Brenda","","C","73","12","94"
"05-03","","28","547","322","1","80","CON AMEND: Relating to Dams and Reservoirs   ","","198","YES","","C","58","15","102"
"05-03","","28","547","322","1","80","CON AMEND: Relating to Dams and Reservoirs   ","","199","NO","","C","46","6","76"
"05-03","","28","547","322","1","81","CON AMEND: Relating to Retired Judges   ","","200","YES","","C","55","14","91"
"05-03","","28","547","322","1","81","CON AMEND: Relating to Retired Judges   ","","201","NO","","C","45","8","83"
"05-03","","28","547","322","1","82","1. HAWAI'I: Records and Meetings Open to the Public   ","","202","YES","","C","73","19","112"
"05-03","","28","547","322","1","82","1. HAWAI'I: Records and Meetings Open to the Public   ","","203","NO","","C","27","4","58"
"05-03","","28","547","322","1","83","2. HAWAI'I: Public Access, Open Space, and Natural Resources Preservation Fund   ","","204","YES","","C","77","16","136"
"05-03","","28","547","322","1","83","2. HAWAI'I: Public Access, Open Space, and Natural Resources Preservation Fund   ","","205","NO","","C","27","6","42"
"05-03","","28","547","322","1","84","3. HAWAI'I: Public Access, Open Space, and Natural Resources Preservation Maintenance Fund   ","","206","YES","","C","79","16","136"
"05-03","","28","547","322","1","84","3. HAWAI'I: Public Access, Open Space, and Natural Resources Preservation Maintenance Fund   ","","207","NO","","C","24","6","39"
"05-03","","28","547","322","1","85","4. HAWAI'I: Establishing Special Funds   ","","208","YES","","C","27","10","55"
"05-03","","28","547","322","1","85","4. HAWAI'I: Establishing Special Funds   ","","209","NO","","C","73","12","118"
"05-03","","28","547","322","1","86","5. HAWAI'I: Eligibility for Redistricting Commissioners to be Candidates for County Council   ","","210","YES","","C","83","15","113"
"05-03","","28","547","322","1","86","5. HAWAI'I: Eligibility for Redistricting Commissioners to be Candidates for County Council   ","","211","NO","","C","14","6","46"
"05-03","","28","547","322","1","87","6. HAWAI'I: Establishing a Game Management Advisory Commission   ","","212","YES","","C","67","14","113"
"05-03","","28","547","322","1","87","6. HAWAI'I: Establishing a Game Management Advisory Commission   ","","213","NO","","C","36","7","65"
"05-04","","29","659","405","1","1","President and Vice President","","1","(R) ROMNEY, Mitt / RYAN, Paul","REP","C","26","4","25"
"05-04","","29","659","405","1","1","President and Vice President","","2","(G) STEIN, Jill / HONKALA, Cheri","GRE","C","1","0","6"
"05-04","","29","659","405","1","1","President and Vice President","","3","(L) JOHNSON, Gary / GRAY, James P.","LIB","C","2","1","3"
"05-04","","29","659","405","1","1","President and Vice President","","4","(D) OBAMA, Barack / BIDEN, Joe","DEM","C","124","26","185"
"05-04","","29","659","405","1","2","US Senator","","5","(D) HIRONO, Mazie","DEM","C","116","22","172"
"05-04","","29","659","405","1","2","US Senator","","6","(R) LINGLE, Linda","REP","C","39","7","45"
"05-04","","29","659","405","1","4","US Representative, Dist 2","","9","(R) CROWLEY, Kawika","REP","C","23","6","26"
"05-04","","29","659","405","1","4","US Representative, Dist 2","","10","(D) GABBARD, Tulsi","DEM","C","131","24","187"
"05-04","","29","659","405","1","6","State Senator, Dist 3","","13","(D) GREEN, Josh","DEM","C","129","27","192"
"05-04","","29","659","405","1","6","State Senator, Dist 3","","14","(R) LAFRANCE, Jeff R.","REP","C","20","3","19"
"05-04","","29","659","405","1","22","State Representative, Dist 5","","46","(R) BATEMAN, Dave","REP","C","54","7","58"
"05-04","","29","659","405","1","22","State Representative, Dist 5","","47","(D) COFFMAN, Denny","DEM","C","95","22","141"
"05-04","","29","659","405","1","53","Hawaii Resident Trustee","","109","LINDSEY, Robert K.","","C","71","14","89"
"05-04","","29","659","405","1","53","Hawaii Resident Trustee","","110","MEYERS, William (Willy)","","C","14","9","34"
"05-04","","29","659","405","1","53","Hawaii Resident Trustee","","111","MIRANDA, Edwin L.P.","","C","6","2","23"
"05-04","","29","659","405","1","54","Kauai Resident Trustee","","112","AHUNA, Dan","","C","25","2","29"
"05-04","","29","659","405","1","54","Kauai Resident Trustee","","113","ALALEM WORTHINGTON, Keola","","C","3","1","7"
"05-04","","29","659","405","1","54","Kauai Resident Trustee","","114","ALBAO, Liberta Hussey","","C","0","2","3"
"05-04","","29","659","405","1","54","Kauai Resident Trustee","","115","BURKE, Jackie Kahookele","","C","5","4","12"
"05-04","","29","659","405","1","54","Kauai Resident Trustee","","116","KAGAWA FU, Kanani","","C","5","0","7"
"05-04","","29","659","405","1","54","Kauai Resident Trustee","","117","PACHECO, Haunani","","C","12","5","29"
"05-04","","29","659","405","1","54","Kauai Resident Trustee","","118","POMROY, Sharon A.","","C","5","0","5"
"05-04","","29","659","405","1","54","Kauai Resident Trustee","","119","SAHUT, Ronson K.","","C","0","0","2"
"05-04","","29","659","405","1","54","Kauai Resident Trustee","","120","SANTOS, D. Kaliko","","C","5","1","10"
"05-04","","29","659","405","1","54","Kauai Resident Trustee","","121","SWAIN, Billy Kealamaikahiki","","C","1","0","9"
"05-04","","29","659","405","1","54","Kauai Resident Trustee","","122","YADAO, Leland K. (Radar)","","C","1","3","9"
"05-04","","29","659","405","1","55","Molokai Resident Trustee","","123","MACHADO, Colette (Piipii)","","C","61","16","113"
"05-04","","29","659","405","1","56","""At Large"" Trustee","","124","AKINA, Keli'i","","C","8","1","23"
"05-04","","29","659","405","1","56","""At Large"" Trustee","","125","APOLIONA, Haunani","","C","36","8","49"
"05-04","","29","659","405","1","56","""At Large"" Trustee","","126","LEE, Cal","","C","4","3","10"
"05-04","","29","659","405","1","56","""At Large"" Trustee","","127","LINCOLN, Lancelot Haili","","C","7","3","20"
"05-04","","29","659","405","1","56","""At Large"" Trustee","","128","MAKEKAU, Kealii J.","","C","1","1","13"
"05-04","","29","659","405","1","56","""At Large"" Trustee","","129","RITTE, Walter","","C","22","3","23"
"05-04","","29","659","405","1","57","OHA Vacancy: Maui","","130","AMORIN, Johanna Kuulei Shin","","C","3","2","4"
"05-04","","29","659","405","1","57","OHA Vacancy: Maui","","131","AU, Glenn G.","","C","2","0","10"
"05-04","","29","659","405","1","57","OHA Vacancy: Maui","","132","DUEY, Rose","","C","5","3","10"
"05-04","","29","659","405","1","57","OHA Vacancy: Maui","","133","GOMES, Doreen Pua","","C","10","3","22"
"05-04","","29","659","405","1","57","OHA Vacancy: Maui","","134","KANE, Dain Pomaika'i","","C","5","1","16"
"05-04","","29","659","405","1","57","OHA Vacancy: Maui","","135","KAPU, Ke'eaumoku","","C","12","4","28"
"05-04","","29","659","405","1","57","OHA Vacancy: Maui","","136","LINDSEY, Carmen Hulu","","C","27","4","33"
"05-04","","29","659","405","1","58","Mayor, County of Hawaii","","137","KENOI, Billy","","C","70","16","109"
"05-04","","29","659","405","1","58","Mayor, County of Hawaii","","138","KIM, Harry","","C","81","14","106"
"05-04","","29","659","405","1","59","Prosecuting Attorney, County of Hawaii","","139","ASHIDA, Lincoln","","C","60","18","89"
"05-04","","29","659","405","1","59","Prosecuting Attorney, County of Hawaii","","140","ROTH, Mitch","","C","69","11","89"
"05-04","","29","659","405","1","62","Councilmember, Dist 6","","145","DAVID, Maile (Medeiros)","","C","70","12","107"
"05-04","","29","659","405","1","62","Councilmember, Dist 6","","146","FORD, Brenda","","C","79","17","96"
"05-04","","29","659","405","1","80","CON AMEND: Relating to Dams and Reservoirs   ","","198","YES","","C","66","17","122"
"05-04","","29","659","405","1","80","CON AMEND: Relating to Dams and Reservoirs   ","","199","NO","","C","77","11","68"
"05-04","","29","659","405","1","81","CON AMEND: Relating to Retired Judges   ","","200","YES","","C","82","19","114"
"05-04","","29","659","405","1","81","CON AMEND: Relating to Retired Judges   ","","201","NO","","C","60","9","68"
"05-04","","29","659","405","1","82","1. HAWAI'I: Records and Meetings Open to the Public   ","","202","YES","","C","86","16","138"
"05-04","","29","659","405","1","82","1. HAWAI'I: Records and Meetings Open to the Public   ","","203","NO","","C","59","10","43"
"05-04","","29","659","405","1","83","2. HAWAI'I: Public Access, Open Space, and Natural Resources Preservation Fund   ","","204","YES","","C","95","20","137"
"05-04","","29","659","405","1","83","2. HAWAI'I: Public Access, Open Space, and Natural Resources Preservation Fund   ","","205","NO","","C","42","7","58"
"05-04","","29","659","405","1","84","3. HAWAI'I: Public Access, Open Space, and Natural Resources Preservation Maintenance Fund   ","","206","YES","","C","83","19","137"
"05-04","","29","659","405","1","84","3. HAWAI'I: Public Access, Open Space, and Natural Resources Preservation Maintenance Fund   ","","207","NO","","C","54","7","56"
"05-04","","29","659","405","1","85","4. HAWAI'I: Establishing Special Funds   ","","208","YES","","C","46","9","59"
"05-04","","29","659","405","1","85","4. HAWAI'I: Establishing Special Funds   ","","209","NO","","C","89","18","124"
"05-04","","29","659","405","1","86","5. HAWAI'I: Eligibility for Redistricting Commissioners to be Candidates for County Council   ","","210","YES","","C","101","21","136"
"05-04","","29","659","405","1","86","5. HAWAI'I: Eligibility for Redistricting Commissioners to be Candidates for County Council   ","","211","NO","","C","39","6","41"
"05-04","","29","659","405","1","87","6. HAWAI'I: Establishing a Game Management Advisory Commission   ","","212","YES","","C","86","20","147"
"05-04","","29","659","405","1","87","6. HAWAI'I: Establishing a Game Management Advisory Commission   ","","213","NO","","C","55","7","47"
"05-05","","30","770","465","1","1","President and Vice President","","1","(R) ROMNEY, Mitt / RYAN, Paul","REP","C","20","6","47"
"05-05","","30","770","465","1","1","President and Vice President","","2","(G) STEIN, Jill / HONKALA, Cheri","GRE","C","2","1","11"
"05-05","","30","770","465","1","1","President and Vice President","","3","(L) JOHNSON, Gary / GRAY, James P.","LIB","C","2","1","1"
"05-05","","30","770","465","1","1","President and Vice President","","4","(D) OBAMA, Barack / BIDEN, Joe","DEM","C","108","24","239"
"05-05","","30","770","465","1","2","US Senator","","5","(D) HIRONO, Mazie","DEM","C","100","21","231"
"05-05","","30","770","465","1","2","US Senator","","6","(R) LINGLE, Linda","REP","C","28","12","66"
"05-05","","30","770","465","1","4","US Representative, Dist 2","","9","(R) CROWLEY, Kawika","REP","C","17","4","34"
"05-05","","30","770","465","1","4","US Representative, Dist 2","","10","(D) GABBARD, Tulsi","DEM","C","104","29","252"
"05-05","","30","770","465","1","6","State Senator, Dist 3","","13","(D) GREEN, Josh","DEM","C","111","28","252"
"05-05","","30","770","465","1","6","State Senator, Dist 3","","14","(R) LAFRANCE, Jeff R.","REP","C","13","5","31"
"05-05","","30","770","465","1","22","State Representative, Dist 5","","46","(R) BATEMAN, Dave","REP","C","31","10","65"
"05-05","","30","770","465","1","22","State Representative, Dist 5","","47","(D) COFFMAN, Denny","DEM","C","93","22","214"
"05-05","","30","770","465","1","53","Hawaii Resident Trustee","","109","LINDSEY, Robert K.","","C","60","16","140"
"05-05","","30","770","465","1","53","Hawaii Resident Trustee","","110","MEYERS, William (Willy)","","C","16","6","39"
